Item_Number,Main_Category,Sub_Category,Product_Name,Main_Ingredient,Reviews_Count,Ratings_out_of_5,Sizes_Available,Sizes,Prices,Short_Description,Long_Description
ITEM 96858,Makeup,Foundation & Concealer,Fresh Nude Foundation,Aloe Vera,146,4.57,16,"['1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ', '1 FL OZ']","['$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75', '$18.75']","Make every day a good skin day with Fresh Nude Foundation. Enriched with English rose water and aloe vera, this hydrating formula leaves skin feeling beautifully fresh and comfortable all day. With a semi-matte finish, each of these 16 nature-inspired shades mimics the look of fresh-faced natural skin with a nude glow.","['Makeup Foundation', ' 16 nature-inspired shades', 'Up to 24H moisturization', 'Light to medium coverage', 'Semi-matte, fresh-faced finish', 'Suitable for sensitive skin & dermatologically tested', 'To achieve your customized shade, this pairs perfectly with our Shade Adjusting Drops']"
ITEM 96114,Makeup,Foundation & Concealer,All-in-One Face Base,Marula,334,4.72,11,"['0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce', '0.3 Ounce']","['$16.50', '$16.50', '$16.50', '$16.50', '$16.50', '$16.50', '$16.50', '$16.50', '$16.50', '$16.50', '$16.50']","The All-in-One™ Face Base is easily blendable with a smooth velvety finish- a hardworking foundation and powder in one. This versatile product can be used in a number of ways for your perfect finish. Wet the sponge that's included in the compact and apply for high-coverage. Want your makeup to stay put for longer? Dust our All-in-One Face Base over your skin with our Face & Body Brush to set foundation, or dust on a bare face for a light, even finish. This is multitasking at its best.","['Compact powder and foundation', 'Powder and foundation in one', 'Evens appearance of skin tone', 'Buildable coverage', 'Use wet or dry']"
ITEM 97185,Makeup,Concealer,Matte Clay Concealer,Tea Tree,22,4.45,10,"['0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce', '0.05 Ounce']","['$7.50', '$7.50', '$7.50', '$7.50', '$7.50', '$7.50', '$7.50', '$7.50', '$7.50', '$7.50']","Introducing a new make-up must-have for blemish-prone skin. Conceal skin imperfections throughout the day with our 100% vegan Matte Clay Concealer. This lightweight concealer is enriched with skin-clearing tea tree and leaves a breathable, yet full-coverage matte finish. For skin that looks visibly clearer, use this beauty essential alone for a fast-drying natural finish or team with our Matte Clay Foundation for a lasting flawless finish look.","['Full-coverage, matte finish', 'Conceals imperfections, blemishes, and dark circles', 'Enriched with Community Trade Tea Tree Oil', 'Sweat & humidity resistant', 'Ideal for any skin type', 'Breathable 24-hour coverage']"
ITEM 96580,Makeup,Concealer,All-in-One™ Concealer,Marula,69,4.26,4,"['0.08 Ounce', '0.08 Ounce', '0.08 Ounce', '0.08 FL OZ']","['$9.00', '$9.00', '$9.00', '$9.00']","Our all-in-one concealer is lightweight yet hardworking, camouflaging imperfections and under-eye circles with an easy to blend formula. Infused with vitamin E and Community Trade marula oil , choose from one of the 5 shades for longwearing, silky-smooth coverage.","['Concealer all-in-one', 'Medium coverage', 'Easy to blend', 'Lightweight', 'Vitamin E', 'Enriched with community trade Marula Oil from Namibia']"
ITEM 91632,Makeup,Foundation & Concealer,Matte Clay Powder,Tea Tree,20,4.85,6,"['0.03 Ounce', '0.03 Ounce', '0.03 Ounce', '0.03 Ounce', '0.03 Ounce', '0.03 Ounce']","['$9.00', '$9.00', '$9.00', '$9.00', '$9.00', '$9.00']","Smooth over imperfections and achieve high coverage with our new breathable Matte Clay Powder available in 6 different shades. Enriched with Community Trade tea tree oil, this powder provides a high coverage matte finish for a clearer looking complexion. Wear it alone or on top of foundation for a flawless and even finish.
","['Full-coverage, matte finish ', ' 100% vegan ', ' Enriched with Community Trade Tea Tree Oil']"
ITEM 54595,Makeup,Foundation & Concealer,Cushion Foundation,Aloe Vera,19,4.1,3,"['0.4 Ounce', '0.4 Ounce', '0.4 Ounce']","['$7.50', '$7.50', '$20.25']","Our multi-tasking Fresh Nude Cushion Foundation is packed with beneficial skin care ingredients in a portable and innovative design. Discover buildable semi-matte coverage for instantly smoother, shine-free skin and 24 hours of fresh moisture. Experience the freshness of a liquid foundation and the on-the-go practicality of a compact all with mess-free application.","['suitable for sensitive skin', 'Non-pore clogging', 'Designed with a built in mirror and pad applicator for easy on-the-go application', 'Formulated with mineral pigments for lasting color', 'Made with Community Trade Aloe Vera from Mexico', 'Made with Community Trade Marula Oil from Namibia']"
ITEM 62924,Collection,Honey Bronze™,Honey Bronze™ Bronzing Body BB Cream,NA,9,2.55,1,['5 FL OZ'],['$18.75'],"Lived in your tights for the whole of winter? No worries. NEW Honey Bronze™ Body BB Cream is here to help coax your legs out of hibernation. A new addition to our iconic bronzing range, not only does this lotion give you an instant natural-looking color, it also evens your skin tone and helps blur imperfections for a more flawless-looking finish. Drizzled with Community Trade honey, and formulated without mineral oil and petrolatum, it keeps skin as nourished as it is bronzed. And with none of that fake-tan smell.","['Evens the appearance of skin tone', 'Conceals imperfections', 'Natural looking tan', '24hr moisturisation', 'Wash-off', ' Enriched with community trade  Honey from Ethiopia']"
ITEM 91770,Makeup,Blush,All-in-One™ Blush,Marula,54,4.42,5,"['0.14 Ounce', '0.14 Ounce', '0.14 Ounce', '0.14 Ounce', '0.14 Ounce']","['$12.00', '$12.00', '$12.00', '$12.00', '$12.00']","Pick up our superfine powder blusher for a blendable, buildable wash of color. Swirl on one of the gorgeous shades for instant cheek-glowing radiance. With vitamin E and Community Trade marula oil, it’s make¬-up and skincare in one.","['Blusher', 'Superfine powder texture', 'Blendable and buildable', 'Lasting color wear', 'Natural looking radiance', 'Enriched with community trade Marula Oil from Namibia']"
ITEM 93234,Makeup,Blush & Bronzer,Honey Bronze™ Drops Of Sun,Honey,22,4.45,1,['0.5 FL OZ'],['$15.00'],"A natural summer glow is now only a drop away! Our Honey Bronze™ Drops of Sun is a bronzer and highlighter with Community Trade Honey and Vitamin E to condition and care for skin. Just add 1 drop to your moisturizer for that summer glow or add 1 drop to your foundation to enhance or mimic a tan. For darker color, increase the number of drops to gradually build your tan. This transparent sun-tinted glow creator has a lightweight gel texture with no shimmer. Tan is matte, always natural and never orange.","['Matte bronzer and highlighter', 'Adds a natural glow to foundation and moisturizer', 'Pairs perfectly with our Fresh Nude Foundation', ' Enriched with community trade  Honey from Ethiopia']"
ITEM 96382,Makeup,Highlighter,Honey Bronze™ Highlighting Dome,Honey,36,4.61,3,"['0.33 Ounce', '0.22 Ounce', '0.22 Ounce']","['$12.00', '$12.00', '$12.00']","Blend our creamy, lightweight highlighter on to your cheekbones for a pretty, light-reflecting shimmer. Infused with smoothing honey, the 3 highlighting shades are perfect for mastering the art of strobing!","['Highlighter', 'Natural-look, shimmery highlighter', 'Easy to apply and blend', 'Creamy lightweight texture', 'Available in three attractive shades', ' Enriched with community trade  Honey from Ethiopia']"
ITEM 96946,Makeup,Blush & Bronzer,Shimmer Waves,Marula,15,4.4,3,"['0.3 Ounce', '0.3 Ounce', '0.3 Ounce']","['$15.00', '$15.00', '$16.50']",Illuminate your face and create a sun-kissed glow with our Shimmer Waves. These clever compacts can be used in a number of ways for gorgeous make-up results. Swirl all the colors together for a shimmering blush or use the shades separately to highlight and contour your cheekbones. Need a little shimmer on your eyes? Pick a shade and sweep it all over your eyelid or dust the color in the inner corners of the eyes for a lovely glistening glow.,"['100% Vegan ', 'Bronzing/Blushing compacts ', 'Shimmering For face, cheeks and eyes  ', 'Dermatologically tested']"
ITEM 96669,Makeup,Blush & Bronzer,Honey Bronze™ Bronzing Powder,Honey,101,4.65,2,"['0.4 Ounce', '0.4 Ounce']","['$15.00', '$15.00']","For your most natural looking tan, dust on our sun-kissed, honey-enriched bronzing powder over your skin for a luminous golden glow, year-round. With shades to suit even the palest skin tones, our Honey Bronze™ Bronzing Powder is the effortless way to fake that 'holiday glow.' Swirl on this shimmer-free, pressed powder for an even, bronzed, matte-finish.","['Bronzer', 'Even matte finish', 'Convenient compact', '5 shades', 'Shades to suit very pale skin', ' Enriched with community trade  Honey from Ethiopia']"
ITEM 96794,Makeup,NA,Drops of Glow Lustre Finish,Marula,25,4.72,1,['0.5 FL OZ'],['$15.00'],"Meet your versatile new strobing obsession Drops of Glow Lustre Finish Creator. A one-stop shop for the girl on the go, you can use this clever blend on its own or mixed with your favorite beauty products for instant luminosity anywhere, any time. From giving your foundation healthy-looking radiance or going all dewy with your day cream, you are one drop away from lighting up your look. Highlight your cupid’s bow, get your cheekbones chiselled, accent your eyes by using as a topcoat to eyeshadow… the possibilities are endless.  ","['Instant illuminating sheen', 'Light liquid texture', 'Pipette for easy mixing ']"
ITEM 93219,Makeup,Foundation & Concealer,Shade Adjusting Drops Liquid Foundation,Aloe Vera,18,4.33,2,"['0.5 FL OZ', '0.5 FL OZ']","['$15.00', '$15.00']","Transform an 'almost right' shade into your perfect one in just one drop with The Body Shop's Shade Adjusting Drop Liquid Foundation. Lightening drop lightens and neutralizes yellowness, while the darkening drop darkens while keeping natural depth","['Use to transform the shade of your face makeup', 'Choose lightening or darkening formula', ' Enriched with community trade  Marula from Namibia']"
ITEM 96486,Makeup,Blush & Bronzer,Honey Bronze™ Baked-to-Last Bronzer,Marula,42,4.64,2,"['0.3 Ounce', '0.3 Ounce']","['$16.50', '$16.50']","Give yourself a sun-kissed glow with our long lasting, natural looking bronzer, available in two flattering shades. With a pretty subtle shimmer, this slow-baked bronzer will deliver up to 8 hours of golden glow. No sunshine necessary!","['Bronzer', '2 Shades', 'Natural-looking color', 'Lasts up to eight hours', 'Dermatologically tested']"
ITEM 96208,Makeup,Primers,All-In-One Instablur™ Universal,Marula,128,4,1,['0.84 FL OZ'],['$16.50'],"This shine-controlling, blemish-hiding, pore-concealing, complexion-perfector delivers picture-perfect skin, every time. Complete with 5 skin-enhancing beauty benefits, apply Instablur™ as a perfecting base before foundation or wear alone to blur imperfections and mattify the skin. Instablur™ is sure to be your secret (beauty) weapon.","['Face Protector', '12hr shine control', 'Smoothes and evens the appearance of skin tone', 'Extends wear of makeup']"
ITEM 96683,Makeup,NA,Loose Face Powder,Marula,5,5,1,['0.49 Ounce'],['$12.38'],"Our finely milled powder sets make-up perfectly, mattifying the skin for a totally flawless finish. Dust on our lightweight powder to brighten your skin, help foundation stay on for longer and keep shine at bay. ","['Face powder loose', 'Sets makeup', 'Matte finish', 'Dermatologically tested']"
ITEM 96685,Makeup,Vegan Makeup,Make-Up Setting Spray,Aloe Vera,23,4.56,1,['2 FL OZ'],['$4.50'],"From packed public transport to sun-soaked escapes, melting make-up is a serious summer struggle. That’s where our first 100% vegan Make-Up Setting Spray comes in. Anti-fade and anti-smudge, this weightless spray mist helps keep your look in place from beach to bar. Gone are the days of drying fixing sprays. Enriched with Community Trade aloe vera and suitable for sensitive skin, our formula locks in moisture, as well as your make-up. 

And at a plane friendly 60ml, this handbag hero is one thing you can’t travel without. ","['100% vegan', 'All day wear, fade and smudge resistant', 'Prolongs the fresh look of makeup', 'Enriched with aloe vera', 'Suitable for sensitive skin']"
ITEM 93228,Makeup,Blush & Bronzer,Honey Bronze™ Brush-On-Beads,Marula,22,4.18,1,['1 Ounce'],['$16.50'],"Swirl a brush over our Honey Bronze™ Brush-On-Beads and give yourself a beautifully bronzed look, minus the sun. With added Marula Oil, our clever beads can be used for a luminous blush or for an all over sun-kissed glistening glow.","['Bronzing beads', 'Natural-looking color', 'Shimmering finish', 'Dermatologically tested', 'Enriched with  Community Trade Marula Oil']"
ITEM 00639,Makeup,Highlighter,Face Contour Palette,Marula,10,4,1,['0.3 Ounce'],['$18.00'],"Sculpt your look with our easy-to-use Contouring Palette and master the ultimate beauty trend. With everything you need to shape and highlight your features, this take-me-anywhere compact is every beauty girl’s essential to create an effortlessly polished look - wherever you are in the world.","['Full-face contouring kit', 'Expert dimension creator to shape, define and highlight', 'For face and cheeks', 'Clickable palette', '100% vegan', 'Dermatologically tested', 'Available in two shades to suit light and dark skin tones']"
ITEM 96966,Fragrances,Home Fragrances,Exotic Home Fragrance Oil,Soya,17,4.88,1,['0.34 FL OZ'],['$4.50'],"The Exotic Home Fragranc Oil is a sweet home fragrance oil that will fill your living space with the scent of the tropics for an exotic, scented atmosphere at home.","['Home fragrance oil', 'Sweet, tropical scent', 'With essential oils', ' Community Trade Soya Oil from Brazil ', ' For use with  The Body Shop® Oil Burner ']"
ITEM 96877,Fragrances,Home Fragrances,Strawberry Home Fragrance Oil,Soya,9,4.77,1,['0.34 FL OZ'],['$4.50'],"The Strawberry Home Fragrance Oil is a sweet home fragrance oil that will fill your living space with a fruity, candied, strawberry aroma for a sweetly scented atmosphere at home.","['Home fragrance oil', 'Fruity scent', 'With essential oils', ' Community trade  soya oil  from Brazil', 'For use with The Body Shop® Oil Burner']"
ITEM 96914,Fragrances,Home Fragrances,Green Tea & Lemon Home Fragrance Oil,Soya,8,4.87,1,['0.34 FL OZ'],['$4.50'],"The Green Tea & Lemon Home Fragrance Oil is a refreshing home fragrance oil that will fill your living space with the clear, crisp, lively aroma of green tea and lemon for a fresh, scented atmosphere at home.","['Home fragrance oil', 'Fresh, lively scent', 'With essential oils', 'Community Trade soya oil from Brazil', 'For use with The Body Shop® Oil Burner', 'Best seller']"
ITEM 35937,Collection,White Musk,White Musk® Eau De Parfum,Organic Alcohol,100,4.45,1,['1.69 FL OZ'],['$26.25'],"This eau de parfum is our No.1 iconic fragrance: a scented symphony of pure, cruelty-free musk. The perfect light, sensual, floral fragrance. Layer with other White Musk® products to build the fragrance.","['Eau de parfum', 'Iconic White Musk® scent', 'Cruelty-free musk', 'Long-lasting fragrance']"
ITEM 45666,Fragrances,Eau De Toillette,Shea Eau De Toilette,Organic Alcohol,26,4.3,1,['1 FL OZ'],['$10.50'],"Delicately scent your skin in a fresh nutty aroma with every spritz. Each bottle contains shea essence and Community Trade sugarcane essence for a delicately sweet, light shea finish. ","['Eau de Toilette', 'Sweet, light shea scent', 'Fresh, nutty aroma', 'Delicately sweet finish', 'Community Trade sugarcane essence from Brazil', ' Enriched with community trade  Shea from Ghana']"
ITEM 93644,Fragrances,Eau De Toillette,White Musk® Eau De Toilette,Organic Alcohol,97,4.74,3,"['2 FL OZ', '3.3 FL OZ', '1 FL OZ']","['$19.50', '$30.00', '$13.12']","The White Musk® Eau De Toilette is a blend of our No.1 iconic fragrance: a scented symphony of pure, cruelty-free musk. The perfect light, sensual, floral fragrance. Layer with other White Musk® products to build the fragrance.","['Iconic White Musk® scent', 'Cruelty-free musk', 'Lasting fragrance']"
ITEM 94157,Fragrances,Eau De Toillette,Vanilla Eau De Toilette,Organic Alcohol,61,4.13,1,['1 FL OZ'],['$10.50'],"Scent your skin with warm, sweet notes of vanilla with our fresh and light eau de toilette. The inviting, classic aroma of vanilla, is irresistible.","['Eau de toilette', 'Lasting fragrance', 'Sweet notes of  vanilla  ', 'Fresh and light']"
ITEM 93673,Fragrances,Eau De Toillette,British Rose Eau De Toilette,Organic Alcohol,47,4.76,1,['3.3 FL OZ'],['$18.75'],"British Rose Eau De Toilette is a premium, all over body fragrance. It has a fresh floral scent, giving your body a refreshing finishing touch. Sure to become a favorite in your fragrance collection, this sparkling scent contains the essence of hand-picked British roses and Community Trade alcohol.Top notes: Bergamot and tangerine Heart notes: Water lily, rose water and peonyBase notes: Peach and cruelty-free musk.","['Fresh, dewy rose fragrance with the essence of hand-picked British roses', 'Enriched with community trade Organic Alcohol from Brazil', 'Can be used with other products in the British Rose range ro layer the scent']"
ITEM 94123,Fragrances,Body Mist,Satsuma Body Mist,Organic Alcohol,72,4.54,1,['3.3 FL OZ'],['$9.75'],Generously splash or lightly spritz Satsuma Body Mist for long lasting zestiness. Infused with satsuma and sugarcane essence.,"['Fragrance body mist', 'Cold-pressed satsuma essence', 'Zesty satsuma scent', 'Ultra-fine mist', ' Community Trade organic  Sugar Cane  from Paraguay ', ' Try the entire  Satsuma   collection']"
ITEM 94108,Collection,Coconut,Coconut Body Mist,NA,68,4.36,1,['3.3 FL OZ'],['$9.75'],"Escape to a tropical island as you spritz on the Coconut Body mist, a light, freshly scented body mist. Infused with sugar and fresh coconut, this body mist is irresistible.","[' Body mist', 'Ultra-fine mist', 'Fresh, light  coconut scent', 'Community Trade  sugar cane essence from Brazil', ' Enriched with community trade  Coconut Oil from Samoa']"
ITEM 94122,Fragrances,Body Mist,Shea Body Mist,Organic Alcohol,62,4.72,1,['3.3 FL OZ'],['$9.75'],"Generously splash or lightly spritz Shea Body Mist for delicately scented, long-lasting freshness. This ultra-fine body mist is Infused with Community Trade Sugarcane from Brazil.","['Body spray', 'Ultra-fine mist', 'Subtle, sweet, nutty scent', 'Community Trade sugarcane essence from Brazil', ' Enriched with community trade  Shea from Ghana']"
ITEM 94117,Fragrances,For Her,Satsuma Eau De Toilette,Organic Alcohol,44,4.29,1,['1 FL OZ'],['$10.50'],"Delicately scent your skin in a fruity floral aroma, with gentle bursts of satsuma and sugarcane essence to create a uniquely fresh fragrance. It's irresistible.","['Eau de Toilette', 'lasting fragrance', 'Satsuma essence', 'Zesty satsuma scent', 'Community Trade sugarcane essence from Brazil']"
ITEM 94127,Fragrances,For Her,Pink Grapefruit Eau De Toilette,Organic Alcohol,20,4.1,1,['1 FL OZ'],['$10.50'],Delicately scent your skin in a fruity floral aroma with gentle bursts of grapefruit and sugarcane essence to create a uniquely fresh fragrance. It's irresistible.,"['Eau de Toilette', 'Long lasting fragrance', 'Fruity, floral aroma', 'Gentle bursts of grapefruit', 'Uniquely fresh fragrance', 'Community Trade sugarcane essence from Brazil']"
ITEM 93674,Fragrances,Body Mist,Moringa Body Mist,Organic Alcohol,42,4.73,1,['3.3 FL OZ'],['$9.75'],Generously splash or lightly spritz Moringa Body Mist for crisp and floral long-lasting freshness.  Infused with moringa seed oil for a gentle burst of delicate florals.,"['Body spray', 'Ultra-fine mist', 'Floral body spray for all day freshness', 'Blending notes of sugar &moringa extract', 'Gentle burst of delicate florals', 'Community Trade sugarcane essence from Brazil']"
ITEM 94114,Fragrances,For Her,Moringa Eau De Toilette,Organic Alcohol,26,4.69,1,['1 FL OZ'],['$10.50'],"Delicately scent your skin in a crisp, floral aroma with moringa. Blending notes of sugar and moringa extract to create a uniquely fresh fragrance.","['Eau de Toilette', 'lasting fragrance', 'Crisp, floral aroma with moringa', 'Blending notes of sugar and moringa', 'Uniquely fresh fragrance', 'Long lasting fragrance', 'Community Trade sugarcane essence from Brazil']"
ITEM 94135,Fragrances,For Him,White Musk® For Men Eau De Toilette,Organic Alcohol,40,4.47,1,['3.3 FL OZ'],['$21.00'],"Our iconic White Musk® For Men Eau de Toilette is a light eau de toilette that contains notes of lavender, geranium, musk and sandalwood. Layer with other White Musk® For Men products to build the fragrance.","['Iconic  White Musk®  scent', 'Cruelty-free musk', 'Lasting fragrance']"
ITEM 93647,Fragrances,Eau De Toillette,Indian Night Jasmine Eau De Toilette,Organic Alcohol,48,4.29,1,['1.7 FL OZ'],['$13.50'],"The Indian Night Jasmine Eau de Toilette is a warm and floral eau de toilette made with jasmine blossoms that are hand-picked just before sunrise, when they exude the most potent scent, and then blended with fragrant violet leaf and rich sandalwood.","['Warm, opulent, floral scent', 'Contains extract of hand-picked jasmine blossoms from India', 'Engraved multifaceted glass bottle', 'Vegan', 'The Voyage collection']"
ITEM 96556,Fragrances,Home Fragrances,Soapstone Oil Burner,Soya,31,4.29,1,['1 Piece'],['$13.88'],"A soapstone burner handmade in Agra, home to the Taj Mahal. Use with our aromatic home fragrance oils to set the mood.","['Soapstone oil burner', 'Natural colored finish', 'Teardrop shape', '10.7cm x 8.5cm x 12.7cm', 'Soapstone']"
ITEM 93804,Fragrances,Body Mist,Strawberry Body Mist,NA,57,4.08,1,['3.3 FL OZ'],['$9.75'],"Generously splash or lightly spritz Strawberry Body Mist for delicately scented, long-lasting fruitiness. Infused with cold-pressed strawberry seed oil and sugarcane essence.","['Body spray', 'Ultra-fine mist', 'Delicious fruity scent', 'long lasting freshness', 'Cold-pressed strawberry seed oil', 'Community Trade sugarcane essence from Brazil']"
ITEM 94147,Fragrances,For Him,Activist™ Eau De Toilette,Organic Alcohol,18,4.27,1,['3.3 FL OZ'],['$21.00'],This eau de toilette for men has a warm and spicy heart and woody base notes.,"['This product is not available for shipment to Alaska and Hawaii', 'Warm, spicy scent', 'Eau de toilette']"
ITEM 94124,Fragrances,Eau De Toillette,Coconut Eau De Toilette,Organic Alcohol,27,4.51,1,['1 FL OZ'],['$10.50'],"Fresh and tropical, this beautiful scent will make you feel a world away. Delicately blended notes of fresh coconut and sugar create a uniquely exotic fragrance.","['Eau de Toilette', 'Long lasting fragrance', 'Fresh, light coconut scent', ' Enriched with community trade  Coconut Oil from Samoa and  Sugar Cane from Paraguay']"
ITEM 94111,Fragrances,Body Mist,Pink Grapefruit Body Mist,Organic Alcohol,64,4.37,1,['3.3 FL OZ'],['$9.75'],Generously splash or lightly spritz Pink Grapefruit Body Mist for long lasting zestiness. Infused with cold-pressed pink grapefruit seed oil and sugarcane essence.,"['Body spray', 'Ultra fine mist', 'long-lasting zestiness and freshness']"
ITEM 94118,Fragrances,For Him,Kistna Eau De Toilette,Organic Alcohol,31,4.61,1,['3.3 FL OZ'],['$21.00'],"Fresh and light, he'll love spritzing on this contemporary scent with notes of basil and birch leaf.","['Eau De Toilette', ' This product is not available for shipment to Alaska and Hawaii']"
ITEM 94148,Fragrances,Eau De Parfum,Black Musk Eau De Parfum,Organic Alcohol,17,4.58,1,['1.7 FL OZ'],['$27.75'],"The Black Musk Eau de Parfum is our deepest, darkest, most sensual musk. The sweet notes of bambinella pear, pink pepper and bergamot are contrasted with the fierce black musk. Layer with other Black Musk products to build the fragrance.","['Our deepest, darkest, most sensual musk', 'Cruelty-free musk', 'Long-lasting fragrance']"
ITEM 94140,Fragrances,For Her,Fijian Water Lotus Eau De Toilette,Organic Alcohol,18,4.83,1,['1.7 FL OZ'],['$13.50'],"The Fijan Water Lotus Eau de Toilette is a sparkling, floral-marine eau de toilette that delicately scents your skin with luscious notes of sparkling mandarin, subtly aquatic water lotus, and a transparent touch of marine freshness.","['Sparkling, 100% vegetarian ', 'Sparkling, marine, floral scent', 'Contains extract of hand-picked Water Lotus from Fiji', 'Community Trade sugar cane alcohol', 'Engraved multifaceted glass bottlemarine, floral scent', 'Contains extract of hand-picked Water Lotus from Fiji', 'Community Trade sugar cane alcohol', 'Engraved multifaceted glass bottle']"
ITEM 96878,Fragrances,Home Fragrances,Tobacco Flower Home Fragrance Oil,NA,6,5,1,['0.34 FL OZ'],['$4.50'],"The Tobacco Flower Home Fragrance Oil is a warm home fragrance oil that will fill your living space with the woody aroma of tobacco flower for a toasty, scented atmosphere at home.","['Home fragrance oil', 'Woody, toasty scent', 'With essential oils', 'Community trade  soya oil  from Brazil', 'For use with The Body Shop® Oil Burner']"
ITEM 93645,Fragrances,Eau De Toillette,Japanese Cherry Blossom Eau De Toilette,Organic Alcohol,35,4.88,1,['1.7 FL OZ'],['$13.50'],"The Japanese Cherry Blossom Eau de Toilette is a delicately sweet, floral eau de toilette made with hand-picked, cold-pressed cherry blossom petals, sweet magnolia and comforting hinoki wood.","['100% vegetarian ', 'Delicate, sweet, floral scent', 'Contains extract of hand-picked Japanese cherry blossom petals', 'Community Trade sugar cane alcohol', 'Engraved multifaceted glass bottle', 'The Voyage collection']"
ITEM 93238,Fragrances,Home Fragrances,Pomegranate & Raspberry Home Fragrance Oil,NA,0,0.00E+00,1,['0.34 FL OZ'],['$4.50'],"Enjoy the fruity scent of handpicked, sweet and tangy red berries with our Pomegranate & Raspberry Home Fragrance Oil. Experience our home fragrance, infused with purifying lemon essential oil.

Delve into the fruitiest fragrance of our new Moments of Nature range. Give your home a signature scent with four refreshing home fragrances, infused with natural essential oils. 
","['Vegan and cruelty free  ', 'With orange essential oil and tuberose extract ', 'Use with our Soapstone Oil Burner and Wax Melt Warmer ', 'Home fragrance oil ', 'Floral scent']"
ITEM 94163,Fragrances,NA,Black Musk Eau De Toilette,Organic Alcohol,18,4.72,3,"['3.3 FL OZ', '2 FL OZ', '1 FL OZ']","['$31.50', '$24.00', '$15.00']","The Black Musk Eau de toilette is a blend of our deepest, darkest, most sensual musk. The sweet notes of bambinella pear, pink pepper and bergamot are contrasted with the fierce black musk. Layer with other Black Musk products to build the fragrance.","['Our deepest, darkest, most sensual musk', 'Cruelty-free musk', 'Lasting fragrance']"
ITEM 47856,Body,Body Wash,Shea Shower Cream,Shea,182,4.43,2,"['8.4 FL OZ', '2 FL OZ']","['$7.50', '$4.50']","Shea Shower Cream is a soap-free, ultra-bubbly cleanser that will your skin feeling nourished, softer and freshly cleansed.","['Shower cream and  body wash ', 'Cleanses the skin', 'Leaves skin soft and freshly cleansed', 'Rich creamy texture', 'Soap free ', ' Enriched with community trade  Shea from Ghana']"
ITEM 96955,Body,Soap,Shea Soap,Shea,90,4.68,1,['3.5 Ounce'],['$4.50'],Work this vegetable based bar into a rich lather for skin that feels thoroughly cleansed. Community Trade shea butter from Ghana will leave you feeling more soft and hydrated.,"['Soap', 'Cleanses & nourishes', 'Non-drying', 'Leaves skin soft', 'Vegetable based bar', 'Certified sustainable palm oil', ' Enriched with community trade  Shea from Ghana']"
ITEM 14104,Body,Foot Care,Peppermint Reviving Pumice Foot Scrub,Peppermint,157,4.85,1,['3.5 Ounce'],['$10.50'],"Buff your feet beautiful with our fresh and cooling peppermint essential oil foot scrub. One of our best foot scrubs with exfoliating volcanic rock granules, use this foot scrub to remove hard skin or dry skin, revealing silky-smooth results.","['Peppermint Foot scrub', 'Smooth skin and pamper your feet', 'With a refreshing peppermint scent', 'Expert care for dry and cracked feet', ' Community Trade  Peppermint Essential Oil ']"
ITEM 96659,Body,Bubble Bath and Soaks,Strawberry Bath Bomb,Sugar Cane,14,4.5,1,['1 Piece'],['$1.50'],"Bring on the fizz with our fun and fragrant Strawberry Bath Bomb. It transforms your tub into the juiciest treat with an explosion of pink and the refreshing, fruity scent of strawberries. ","['Fizzing bath bomb ', 'Fruity strawberry scent ', 'Color your bath water pink ', 'Pick and mix bath treats']"
ITEM 97390,Body,Body Yogurt,British Rose Body Yogurt,Rose Extract,117,4.71,1,['6.98 Ounce'],['$11.25'],"Life’s too short for waiting - jump straight into your jeans with our British Rose Body Yogurt. The new, lightweight formula absorbs instantly and provides up to 48 hours of moisture. Apply to damp skin straight after showering for skin that feels smoother and never sticky, smelling like a bouquet of roses. ","['100% vegan ', ' Enriched with rose extract from England and Community Trade Organic Almond Milk']"
ITEM 96254,Body,Soap,Coconut Soap,Coconut,63,4.46,1,['3.5 Ounce'],['$4.50'],Our Coconut Soap will wake up your shower with the fresh scent of tropical coconuts. Work in to a rich lather for skin that feels beautifully cleansed.,"['Soap', 'Certified sustainable palm oil', ' Enriched with community trade  Coconut Oil from Samoa and Soya Oil from Brazil']"
ITEM 96162,Body,Soap,Mango Soap,NA,29,4.75,1,['3.5 Ounce'],['$4.50'],"Wake up your shower with the fruity scent of mango. Work this vegetable based bar into a rich lather, for skin that feels thoroughly cleansed and soft.","['Soap', 'Enriched with community trade  Mango seed oil  from India ', 'Certified sustainable palm oil']"
